question,correct_answers,question_type
A square has an area of 4.6x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,50.;2,numerical_tolerance
Convert 1.4x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.54;0.02,numerical_tolerance
"Rewrite 9.53x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",10.3;0.2,numerical_tolerance
A square has an area of 1.4x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,5.4;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.50x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.0965;0.0002,numerical_tolerance
Convert 2.3x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,2.5;0.2,numerical_tolerance
"Rewrite 1.66x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",6.41;0.02,numerical_tolerance
"Rewrite 2.1x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",3.3e5;20000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.06x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,4.09;0.02,numerical_tolerance
Convert 4.9x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.6e5;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.57x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,2.77;0.02,numerical_tolerance
A square has an area of 9.7x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.0e2;20,numerical_tolerance
Convert 1.4x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.5;0.2,numerical_tolerance
A square has an area of 2.4x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.7e4;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.3x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,5.1e6;200000,numerical_tolerance
"Rewrite 3.27x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",3.52;0.02,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.64x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,3.92;0.02,numerical_tolerance
"Rewrite 1.7x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",180;20,numerical_tolerance
A square has an area of 1.07x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,115;2,numerical_tolerance
A square has an area of 2.9x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,11;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 7.21x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,7.76;0.02,numerical_tolerance
Convert 9.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.4e6;200000,numerical_tolerance
"Rewrite 6.3x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.24;0.02,numerical_tolerance
Convert 2.78x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.07;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 8.61x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.33e6;20000,numerical_tolerance
"Rewrite 2.21x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",8.53;0.02,numerical_tolerance
"Rewrite 8.02x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",86.3;0.2,numerical_tolerance
"Rewrite 2.7x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",4.2e4;2000,numerical_tolerance
Convert 1.69x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,6.53;0.02,numerical_tolerance
Convert the following to mi<sup>2</sup>: 5.9x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,23;2,numerical_tolerance
"Rewrite 5.4x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.4e6;200000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 3.5x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,1.4;0.2,numerical_tolerance
Convert 5.51x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,8.54e4;200,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.57x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.98e6;20000,numerical_tolerance
Convert 1.4x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,150;20,numerical_tolerance
"Rewrite 2.2x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",3.4e5;20000,numerical_tolerance
A square has an area of 3.7x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,5.7e6;200000,numerical_tolerance
A square has an area of 8.7x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,9.4;0.2,numerical_tolerance
A square has an area of 2.03x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.784;0.002,numerical_tolerance
"Rewrite 2.79x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.108;0.002,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.28x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,2.81;0.02,numerical_tolerance
A square has an area of 3.05x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,328;2,numerical_tolerance
A square has an area of 5.3x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,8.2e6;200000,numerical_tolerance
Convert the following to in<sup>2</sup>: 9.97x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.55e6;20000,numerical_tolerance
Convert 8.93x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,961;2,numerical_tolerance
A square has an area of 1.7x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,180;20,numerical_tolerance
A square has an area of 9.3x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.0e2;20,numerical_tolerance
"Rewrite 1.5x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",2.3e4;2000,numerical_tolerance
Convert 1.12x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.432;0.002,numerical_tolerance
A square has an area of 2.82x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,30.4;0.2,numerical_tolerance
"Rewrite 2.0x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",3.1e4;2000,numerical_tolerance
A square has an area of 9.0x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.35;0.02,numerical_tolerance
"Rewrite 7.0x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",75;2,numerical_tolerance
A square has an area of 4.8x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.4e5;20000,numerical_tolerance
"Rewrite 1.07x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.413;0.002,numerical_tolerance
Convert 9.80x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,10.5;0.2,numerical_tolerance
"Rewrite 3.8x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",15;2,numerical_tolerance
Convert 3.11x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,33.5;0.2,numerical_tolerance
A square has an area of 1.1x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.2;0.2,numerical_tolerance
A square has an area of 3.8x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.5;0.2,numerical_tolerance
"Rewrite 1.07x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.66e5;2000,numerical_tolerance
"Rewrite 1.34x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",5.17;0.02,numerical_tolerance
A square has an area of 1.9x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.9e4;2000,numerical_tolerance
A square has an area of 1.86x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,200.;2,numerical_tolerance
Convert 1.2x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,13;2,numerical_tolerance
"Rewrite 5.8x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",22;2,numerical_tolerance
A square has an area of 8.0x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.2e7;2000000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.8x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,6.9;0.2,numerical_tolerance
A square has an area of 2.32x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,250.;2,numerical_tolerance
Convert 3.0x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,320;20,numerical_tolerance
"Rewrite 2.3x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",8.9;0.2,numerical_tolerance
Convert 3.2x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.0e4;2000,numerical_tolerance
"Rewrite 1.01x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.57e4;200,numerical_tolerance
A square has an area of 4.45x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,479;2,numerical_tolerance
Convert 2.7x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,29;2,numerical_tolerance
"Rewrite 5.42x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.40e5;2000,numerical_tolerance
A square has an area of 4.73x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.33e4;200,numerical_tolerance
Convert 1.20x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.463;0.002,numerical_tolerance
A square has an area of 9.67x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,10.4;0.2,numerical_tolerance
Convert 3.57x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,3.84;0.02,numerical_tolerance
Convert 2.24x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.47e6;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.7x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,2.9;0.2,numerical_tolerance
Convert 8.17x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.27e5;2000,numerical_tolerance
Convert 6.01x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.232;0.002,numerical_tolerance
Convert 6.2x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.24;0.02,numerical_tolerance
Convert 6.77x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,2.61;0.02,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.83x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,7.07;0.02,numerical_tolerance
Convert 5.1x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.9e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.2x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,1.3;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 7.65x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,823;2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.59x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,2.93;0.02,numerical_tolerance
A square has an area of 3.7x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,5.7e5;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.2x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,24;2,numerical_tolerance
A square has an area of 8.54x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,919;2,numerical_tolerance
"Rewrite 3.39x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",36.5;0.2,numerical_tolerance
"Rewrite 1.09x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.0421;0.0002,numerical_tolerance
"Rewrite 4.3x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",6.7e4;2000,numerical_tolerance
Convert 6.6x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.25;0.02,numerical_tolerance
"Rewrite 1.7x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",180;20,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.0x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,7.7;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.39x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,5.37;0.02,numerical_tolerance
A square has an area of 9.3x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,36;2,numerical_tolerance
A square has an area of 5.1x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.9e4;2000,numerical_tolerance
A square has an area of 5.9x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,23;2,numerical_tolerance
Convert 1.4x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,150;20,numerical_tolerance
"Rewrite 2.4x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",260;20,numerical_tolerance
"Rewrite 2.7x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",4.2e4;2000,numerical_tolerance
Convert 1.62x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.0625;0.0002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.83x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,73.5;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 9.56x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.369;0.002,numerical_tolerance
Convert 1.87x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,7.22;0.02,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.36x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.911;0.002,numerical_tolerance
"Rewrite 3.00x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",4.65e6;20000,numerical_tolerance
Convert 1.88x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,2.02;0.02,numerical_tolerance
"Rewrite 3.1x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",4.8e4;2000,numerical_tolerance
Convert 3.11x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.82e4;200,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.8x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,6.2;0.2,numerical_tolerance
"Rewrite 3.1x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",4.8e6;200000,numerical_tolerance
"Rewrite 1.63x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",175;2,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.11x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.72e5;2000,numerical_tolerance
Convert 5.32x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,8.25e5;2000,numerical_tolerance
A square has an area of 4.3x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,17;2,numerical_tolerance
Convert 9.3x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,36;2,numerical_tolerance
A square has an area of 1.4x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.2e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.19x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,12.8;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.69x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,2.97;0.02,numerical_tolerance
"Rewrite 3.13x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.121;0.002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.3x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,14;2,numerical_tolerance
"Rewrite 2.1x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.081;0.002,numerical_tolerance
"Rewrite 3.0x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",3.2;0.2,numerical_tolerance
Convert 4.3x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.17;0.02,numerical_tolerance
"Rewrite 6.2x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",670;20,numerical_tolerance
Convert 8.1x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,8.7;0.2,numerical_tolerance
A square has an area of 8.9x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.4e5;20000,numerical_tolerance
Convert 2.92x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,3.14;0.02,numerical_tolerance
A square has an area of 2.2x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,240;20,numerical_tolerance
A square has an area of 5.89x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,63.4;0.2,numerical_tolerance
A square has an area of 4.6x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,7.1e5;20000,numerical_tolerance
A square has an area of 9.5x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.5e5;20000,numerical_tolerance
Convert 1.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.9e5;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.8x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,3.0e2;20,numerical_tolerance
Convert 3.9x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.5;0.2,numerical_tolerance
"Rewrite 1.2x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.046;0.002,numerical_tolerance
"Rewrite 4.6x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",1.8;0.2,numerical_tolerance
A square has an area of 2.05x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.0792;0.0002,numerical_tolerance
Convert 7.36x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,792;2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 3.76x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.145;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.1x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,6.4e5;20000,numerical_tolerance
Convert 2.13x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,229;2,numerical_tolerance
Convert 9.8x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.5e5;20000,numerical_tolerance
"Rewrite 1.71x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.0660;0.0002,numerical_tolerance
Convert 1.2x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.3;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.4x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.29;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.29x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.00e6;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.0x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,540;20,numerical_tolerance
"Rewrite 1.37x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",2.12e6;20000,numerical_tolerance
Convert 1.22x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.89e4;200,numerical_tolerance
A square has an area of 9.19x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,98.9;0.2,numerical_tolerance
Convert 1.4x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.2e5;20000,numerical_tolerance
Convert 1.7x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.066;0.002,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.2x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,4.6;0.2,numerical_tolerance
"Rewrite 5.1x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",550;20,numerical_tolerance
Convert 2.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.4e5;20000,numerical_tolerance
Convert 1.99x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,7.68;0.02,numerical_tolerance
A square has an area of 5.5x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,59;2,numerical_tolerance
A square has an area of 9.0x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,97;2,numerical_tolerance
"Rewrite 9.62x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.371;0.002,numerical_tolerance
Convert 1.1x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.42;0.02,numerical_tolerance
Convert 1.06x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.0409;0.0002,numerical_tolerance
Convert 5.61x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,604;2,numerical_tolerance
Convert 5.56x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,59.8;0.2,numerical_tolerance
"Rewrite 2.64x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",10.2;0.2,numerical_tolerance
"Rewrite 1.0x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.6e4;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.2x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,5.0e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.3x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,1.4;0.2,numerical_tolerance
A square has an area of 1.3x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.0e5;20000,numerical_tolerance
A square has an area of 3.71x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,3.99;0.02,numerical_tolerance
"Rewrite 7.0x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.1e7;2000000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.9x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,42;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.68x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,61.1;0.2,numerical_tolerance
