question,correct_answers,question_type
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>145.9072 ± 0.159281,145.91 ± 0.16;145.91±0.16;1.4591e2 ± 1.6e-1;1.4591e2±1.6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>713.60977 ± 42.1574,710 ± 40;710±40;7.1e2 ± 4e1;7.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>933.50921 ± 2.0326,934 ± 2;934±2;9.34e2 ± 2e0;9.34e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>37.10736 ± 0.352296,37.1 ± 0.4;37.1±0.4;3.71e1 ± 4e-1;3.71e1±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>328.6879 ± 21.477,330 ± 20;330±20;3.3e2 ± 2e1;3.3e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>445.7737 ± 8.98325,446 ± 9;446±9;4.46e2 ± 9e0;4.46e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>665.78268 ± 13.1016,666 ± 13;666±13;6.66e2 ± 1.3e1;6.66e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>789.0771 ± 235.10,800 ± 200;800±200;8e2 ± 2e2;8e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>330.25822 ± 2.62314,330. ± 3;330.±3;3.30e2 ± 3e0;3.30e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>58.354947 ± 0.096817,58.35 ± 0.10;58.35±0.10;5.835e1 ± 1.0e-1;5.835e1±1.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>6.096444 ± 0.099913,6.10 ± 0.10;6.10±0.10;6.10e0 ± 1.0e-1;6.10e0±1.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>497.7005 ± 227.962,500 ± 200;500±200;5e2 ± 2e2;5e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>991.76198 ± 63.637,990 ± 60;990±60;9.9e2 ± 6e1;9.9e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>783.56125 ± 61.107,780 ± 60;780±60;7.8e2 ± 6e1;7.8e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>623.5775 ± 2.5567,624 ± 3;624±3;6.24e2 ± 3e0;6.24e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>175.03148 ± 5.9840,175 ± 6;175±6;1.75e2 ± 6e0;1.75e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>771.60454 ± 12.4167,772 ± 12;772±12;7.72e2 ± 1.2e1;7.72e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>756.6904 ± 33.4850,760 ± 30;760±30;7.6e2 ± 3e1;7.6e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>926.2536 ± 242.403,900 ± 200;900±200;9e2 ± 2e2;9e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>677.41880 ± 2.0131,677 ± 2;677±2;6.77e2 ± 2e0;6.77e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>434.21417 ± 0.74427,434.2 ± 0.7;434.2±0.7;4.342e2 ± 7e-1;4.342e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>847.4285 ± 52.173,850 ± 50;850±50;8.5e2 ± 5e1;8.5e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>424.5997 ± 17.7206,425 ± 18;425±18;4.25e2 ± 1.8e1;4.25e2±1.8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>191.48676 ± 0.30456,191.5 ± 0.3;191.5±0.3;1.915e2 ± 3e-1;1.915e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>637.1872 ± 211.235,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>810.7637 ± 2.48992,811 ± 2;811±2;8.11e2 ± 2e0;8.11e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>351.40728 ± 39.485,350 ± 40;350±40;3.5e2 ± 4e1;3.5e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>175.19136 ± 0.95685,175.2 ± 1.0;175.2±1.0;1.752e2 ± 1.0e0;1.752e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>707.12894 ± 107.598,710 ± 110;710±110;7.1e2 ± 1.1e2;7.1e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>968.1662 ± 30.9403,970 ± 30;970±30;9.7e2 ± 3e1;9.7e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>367.12542 ± 0.67065,367.1 ± 0.7;367.1±0.7;3.671e2 ± 7e-1;3.671e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>567.73361 ± 11.2202,568 ± 11;568±11;5.68e2 ± 1.1e1;5.68e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>533.9758 ± 6.72360,534 ± 7;534±7;5.34e2 ± 7e0;5.34e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>950.8707 ± 6.99681,951 ± 7;951±7;9.51e2 ± 7e0;9.51e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>989.93494 ± 58.400,990 ± 60;990±60;9.9e2 ± 6e1;9.9e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>605.9269 ± 18.4972,606 ± 18;606±18;6.06e2 ± 1.8e1;6.06e2±1.8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>155.15989 ± 0.27552,155.2 ± 0.3;155.2±0.3;1.552e2 ± 3e-1;1.552e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>48.60443 ± 0.124351,48.60 ± 0.12;48.60±0.12;4.860e1 ± 1.2e-1;4.860e1±1.2e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>329.9168 ± 0.339861,329.9 ± 0.3;329.9±0.3;3.299e2 ± 3e-1;3.299e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>337.87973 ± 7.55280,338 ± 8;338±8;3.38e2 ± 8e0;3.38e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>320.43557 ± 79.8540,320 ± 80;320±80;3.2e2 ± 8e1;3.2e2±8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>378.28743 ± 3.39754,378 ± 3;378±3;3.78e2 ± 3e0;3.78e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>294.8979 ± 12.9081,295 ± 13;295±13;2.95e2 ± 1.3e1;2.95e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>81.065404 ± 1.17640,81.1 ± 1.2;81.1±1.2;8.11e1 ± 1.2e0;8.11e1±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>690.60313 ± 300.006,700 ± 300;700±300;7e2 ± 3e2;7e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>127.70313 ± 40.834,130 ± 40;130±40;1.3e2 ± 4e1;1.3e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>811.89013 ± 6.7128,812 ± 7;812±7;8.12e2 ± 7e0;8.12e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>338.19612 ± 0.921259,338.2 ± 0.9;338.2±0.9;3.382e2 ± 9e-1;3.382e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>584.60389 ± 105.17,580 ± 110;580±110;5.8e2 ± 1.1e2;5.8e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>954.7396 ± 9.93790,955 ± 10.;955±10.;9.55e2 ± 1.0e1;9.55e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>255.8967 ± 65.785,260 ± 70;260±70;2.6e2 ± 7e1;2.6e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>148.4095 ± 1.59184,148.4 ± 1.6;148.4±1.6;1.484e2 ± 1.6e0;1.484e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>477.3010 ± 0.90104,477.3 ± 0.9;477.3±0.9;4.773e2 ± 9e-1;4.773e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>903.92029 ± 44.169,9.0e2 ± 40;9.0e2±40;9.0e2 ± 4e1;9.0e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>593.8702 ± 30.2404,590 ± 30;590±30;5.9e2 ± 3e1;5.9e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>124.4242 ± 36.4323,120 ± 40;120±40;1.2e2 ± 4e1;1.2e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>636.9928 ± 3.0953,637 ± 3;637±3;6.37e2 ± 3e0;6.37e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>729.5761 ± 18.7943,730. ± 19;730.±19;7.30e2 ± 1.9e1;7.30e2±1.9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>43.594052 ± 0.066154,43.59 ± 0.07;43.59±0.07;4.359e1 ± 7e-2;4.359e1±7e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>809.93390 ± 1.6786,809.9 ± 1.7;809.9±1.7;8.099e2 ± 1.7e0;8.099e2±1.7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>62.421714 ± 10.533,62 ± 11;62±11;6.2e1 ± 1.1e1;6.2e1±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>900.07999 ± 31.3642,9.0e2 ± 30;9.0e2±30;9.0e2 ± 3e1;9.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>47.953481 ± 3.5454,48 ± 4;48±4;4.8e1 ± 4e0;4.8e1±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>746.67008 ± 14.3371,747 ± 14;747±14;7.47e2 ± 1.4e1;7.47e2±1.4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>506.3187 ± 244.15,500 ± 200;500±200;5e2 ± 2e2;5e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>84.21446 ± 0.15526,84.21 ± 0.16;84.21±0.16;8.421e1 ± 1.6e-1;8.421e1±1.6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>586.00266 ± 20.168,590 ± 20;590±20;5.9e2 ± 2e1;5.9e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>293.4030 ± 138.57,290 ± 140;290±140;2.9e2 ± 1.4e2;2.9e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>181.21075 ± 0.43818,181.2 ± 0.4;181.2±0.4;1.812e2 ± 4e-1;1.812e2±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>606.9704 ± 11.751,607 ± 12;607±12;6.07e2 ± 1.2e1;6.07e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>724.58045 ± 41.4928,720 ± 40;720±40;7.2e2 ± 4e1;7.2e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>209.09106 ± 0.218840,209.1 ± 0.2;209.1±0.2;2.091e2 ± 2e-1;2.091e2±2e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>536.15652 ± 31.4678,540 ± 30;540±30;5.4e2 ± 3e1;5.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>437.3762 ± 0.82429,437.4 ± 0.8;437.4±0.8;4.374e2 ± 8e-1;4.374e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>721.87575 ± 4.7480,722 ± 5;722±5;7.22e2 ± 5e0;7.22e2±5e0,short_answer
