question,correct_answers,question_type
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.7 ± 0.4 K, n = 10<br>Use the ± symbol in your answer.",3.7 ± 0.6;3.7±0.6;3.7e0 ± 6e-1;3.7e0±6e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>500 ± 200 nm, n = 15<br>Use the ± symbol in your answer.",5.0e2 ± 110;5.0e2±110;5.0e2 ± 1.1e2;5.0e2±1.1e2,short_answer
"Is the value 31 K in the 99 % confidence interval for the following measurement?<br>25 ± 4 K, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 5 Hz at the 90 % confidence level?<br>9 ± 4 Hz, n = 7",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>57 ± 13 bar, n = 120<br>Use the ± symbol in your answer.",57 ± 3;57±3;5.7e1 ± 3e0;5.7e1±3e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>4e3 ± 2e3 mL, n = 5<br>Use the ± symbol in your answer.",4000 ± 2000;4000±2000;4e3 ± 2e3;4e3±2e3,short_answer
"Is the value 0.21 V in the 95 % confidence interval for the following measurement?<br>0.24 ± 0.03 V, n = 9",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 7.9 mol at the 90 % confidence level?<br>8.8 ± 0.6 mol, n = 5",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.20 ± 0.04 ns, n = 3<br>Use the ± symbol in your answer.",1.2 ± 0.2;1.2±0.2;1.2e0 ± 2e-1;1.2e0±2e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.025 ± 0.005 bar, n = 9<br>Use the ± symbol in your answer.",0.025 ± 0.004;0.025±0.004;2.5e-2 ± 4e-3;2.5e-2±4e-3,short_answer
"Does the following measurement agree with the known value of 39.1 mM at the 50 % confidence level?<br>39.4 ± 1.0 mM, n = 6",No;no;N;n,short_answer
"Is the value -1000 kJ in the 99 % confidence interval for the following measurement?<br>2.0e3 ± 8e2 kJ, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>230 ± 50 L, n = 9<br>Use the ± symbol in your answer.",230. ± 12;230.±12;2.30e2 ± 1.2e1;2.30e2±1.2e1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.9 ± 0.4 mol, n = 120<br>Use the ± symbol in your answer.",3.90 ± 0.12;3.90±0.12;3.90e0 ± 1.2e-1;3.90e0±1.2e-1,short_answer
"Does the following measurement agree with the known value of 410 g at the 99.9 % confidence level?<br>3.0e2 ± 140 g, n = 20",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.2 ± 0.2 s, n = 20<br>Use the ± symbol in your answer.",2.20 ± 0.03;2.20±0.03;2.20e0 ± 3e-2;2.20e0±3e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6.7 ± 1.0 km, n = 25<br>Use the ± symbol in your answer.",6.7 ± 0.4;6.7±0.4;6.7e0 ± 4e-1;6.7e0±4e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.067 ± 0.010 mA, n = 25<br>Use the ± symbol in your answer.",0.067 ± 0.004;0.067±0.004;6.7e-2 ± 4e-3;6.7e-2±4e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>230 ± 70 bar, n = 120<br>Use the ± symbol in your answer.",230 ± 20;230±20;2.3e2 ± 2e1;2.3e2±2e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>9.0 ± 0.8 kcal, n = 2<br>Use the ± symbol in your answer.",9.0 ± 0.6;9.0±0.6;9.0e0 ± 6e-1;9.0e0±6e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>220 ± 90 mol, n = 10<br>Use the ± symbol in your answer.",220 ± 20;220±20;2.2e2 ± 2e1;2.2e2±2e1,short_answer
"Does the following measurement agree with the known value of 1.0e4 kPa at the 99.9 % confidence level?<br>3.4e3 ± 1.4e3 kPa, n = 5",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>2.87e3 ± 9e1 mol, n = 7<br>Use the ± symbol in your answer.",2870 ± 70;2870±70;2.87e3 ± 7e1;2.87e3±7e1,short_answer
"Does the following measurement agree with the known value of 24.7 g at the 50 % confidence level?<br>24.3 ± 0.8 g, n = 5",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 22.3 atm at the 50 % confidence level?<br>22.4 ± 0.5 atm, n = 30",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.14 ± 0.07 mA, n = 25<br>Use the ± symbol in your answer.",0.14 ± 0.04;0.14±0.04;1.4e-1 ± 4e-2;1.4e-1±4e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>210 ± 90 mbar, n = 40<br>Use the ± symbol in your answer.",210. ± 10.;210.±10.;2.10e2 ± 1.0e1;2.10e2±1.0e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.2 ± 0.3 nm, n = 15<br>Use the ± symbol in your answer.",2.20 ± 0.05;2.20±0.05;2.20e0 ± 5e-2;2.20e0±5e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.29 ± 0.07 K, n = 20<br>Use the ± symbol in your answer.",0.29 ± 0.04;0.29±0.04;2.9e-1 ± 4e-2;2.9e-1±4e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>17 ± 8 m, n = 7<br>Use the ± symbol in your answer.",20 ± 20;20±20;2e1 ± 2e1;2e1±2e1,short_answer
"Is the value 6.4 J in the 99 % confidence interval for the following measurement?<br>5.8 ± 0.7 J, n = 25",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.0e2 ± 30 kg, n = 15<br>Use the ± symbol in your answer.",1.0e2 ± 20;1.0e2±20;1.0e2 ± 2e1;1.0e2±2e1,short_answer
"Does the following measurement agree with the known value of 0.1 mol at the 99.9 % confidence level?<br>0.4 ± 0.2 mol, n = 15",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>430 ± 80 s, n = 30<br>Use the ± symbol in your answer.",430 ± 40;430±40;4.3e2 ± 4e1;4.3e2±4e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.9 ± 0.3 mbar, n = 15<br>Use the ± symbol in your answer.",2.9 ± 0.2;2.9±0.2;2.9e0 ± 2e-1;2.9e0±2e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>4 ± 2 kV, n = 9<br>Use the ± symbol in your answer.",4 ± 2;4±2;4e0 ± 2e0;4e0±2e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>34 ± 2 s, n = 1<br>Use the ± symbol in your answer.",30 ± 130;30±130;3e1 ± 1.3e2;3e1±1.3e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6 ± 2 V, n = 120<br>Use the ± symbol in your answer.",6.0 ± 0.4;6.0±0.4;6.0e0 ± 4e-1;6.0e0±4e-1,short_answer
"Is the value 0.011 km in the 50 % confidence interval for the following measurement?<br>0.011 ± 0.002 km, n = 15",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.015 mL at the 99 % confidence level?<br>0.013 ± 0.006 mL, n = 60",No;no;N;n,short_answer
"Is the value 120 mM in the 90 % confidence interval for the following measurement?<br>1.0e2 ± 30 mM, n = 7",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.7 mbar at the 50 % confidence level?<br>0.7 ± 0.3 mbar, n = 120",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.09 ± 0.02 yr, n = 8<br>Use the ± symbol in your answer.",0.090 ± 0.005;0.090±0.005;9.0e-2 ± 5e-3;9.0e-2±5e-3,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.8e3 ± 5e2 L, n = 4<br>Use the ± symbol in your answer.",2000 ± 2000;2000±2000;2e3 ± 2e3;2e3±2e3,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>5 ± 2 A, n = 120<br>Use the ± symbol in your answer.",5.0 ± 0.5;5.0±0.5;5.0e0 ± 5e-1;5.0e0±5e-1,short_answer
"Does the following measurement agree with the known value of 250 h at the 99.9 % confidence level?<br>160 ± 20 h, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>800 ± 300 km, n = 15<br>Use the ± symbol in your answer.",800 ± 200;800±200;8e2 ± 2e2;8e2±2e2,short_answer
"Is the value 1300 g in the 50 % confidence interval for the following measurement?<br>1.4e3 ± 5e2 g, n = 60",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 5000 mmHg at the 95 % confidence level?<br>5e3 ± 2e3 mmHg, n = 120",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.57 ± 0.03 m, n = 120<br>Use the ± symbol in your answer.",0.570 ± 0.005;0.570±0.005;5.70e-1 ± 5e-3;5.70e-1±5e-3,short_answer
"Does the following measurement agree with the known value of 1.7 kJ at the 90 % confidence level?<br>1.9 ± 0.8 kJ, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.7 ± 0.2 A, n = 20<br>Use the ± symbol in your answer.",0.70 ± 0.09;0.70±0.09;7.0e-1 ± 9e-2;7.0e-1±9e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>39 ± 3 V, n = 25<br>Use the ± symbol in your answer.",39.0 ± 0.4;39.0±0.4;3.90e1 ± 4e-1;3.90e1±4e-1,short_answer
"Does the following measurement agree with the known value of 5 mmHg at the 90 % confidence level?<br>8 ± 3 mmHg, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>2.8 ± 0.2 kPa, n = 30<br>Use the ± symbol in your answer.",2.80 ± 0.06;2.80±0.06;2.80e0 ± 6e-2;2.80e0±6e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6e3 ± 2e3 M, n = 6<br>Use the ± symbol in your answer.",6000 ± 2000;6000±2000;6e3 ± 2e3;6e3±2e3,short_answer
"Is the value 9.3 km in the 90 % confidence interval for the following measurement?<br>8.4 ± 1.3 km, n = 10",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.23 ± 0.06 K, n = 3<br>Use the ± symbol in your answer.",0.23 ± 0.03;0.23±0.03;2.3e-1 ± 3e-2;2.3e-1±3e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>15 ± 6 kJ, n = 7<br>Use the ± symbol in your answer.",15 ± 2;15±2;1.5e1 ± 2e0;1.5e1±2e0,short_answer
"Does the following measurement agree with the known value of 15.5 W at the 90 % confidence level?<br>16.0 ± 1.3 W, n = 20",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>60 ± 20 M, n = 8<br>Use the ± symbol in your answer.",60 ± 20;60±20;6e1 ± 2e1;6e1±2e1,short_answer
"Does the following measurement agree with the known value of 0.029 ns at the 50 % confidence level?<br>0.028 ± 0.006 ns, n = 60",No;no;N;n,short_answer
"Is the value 3e5 s in the 99.9 % confidence interval for the following measurement?<br>1.7e3 ± 6e2 s, n = 1",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>160 ± 80 nm, n = 60<br>Use the ± symbol in your answer.",160 ± 40;160±40;1.6e2 ± 4e1;1.6e2±4e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.024 ± 0.008 mM, n = 30<br>Use the ± symbol in your answer.",0.0240 ± 0.0010;0.0240±0.0010;2.40e-2 ± 1.0e-3;2.40e-2±1.0e-3,short_answer
"Does the following measurement agree with the known value of 3.1 M at the 50 % confidence level?<br>2.9 ± 1.2 M, n = 10",Yes;yes;Y;y,short_answer
"Is the value 1.0e3 N in the 50 % confidence interval for the following measurement?<br>1.0e3 ± 400 N, n = 120",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 21 atm at the 95 % confidence level?<br>18 ± 5 atm, n = 15",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.40 ± 0.11 W, n = 10<br>Use the ± symbol in your answer.",0.40 ± 0.06;0.40±0.06;4.0e-1 ± 6e-2;4.0e-1±6e-2,short_answer
"Is the value 3400 W in the 50 % confidence interval for the following measurement?<br>3.4e3 ± 2e2 W, n = 60",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>265 ± 10. kJ, n = 7<br>Use the ± symbol in your answer.",265 ± 14;265±14;2.65e2 ± 1.4e1;2.65e2±1.4e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3.2e3 ± 8e2 V, n = 2<br>Use the ± symbol in your answer.",3000 ± 4000;3000±4000;3e3 ± 4e3;3e3±4e3,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.4e3 ± 4e2 A, n = 7<br>Use the ± symbol in your answer.",1400 ± 600;1400±600;1.4e3 ± 6e2;1.4e3±6e2,short_answer
"Is the value 2100 kJ in the 99 % confidence interval for the following measurement?<br>1.3e3 ± 6e2 kJ, n = 10",No;no;N;n,short_answer
"Is the value 0.36 kV in the 95 % confidence interval for the following measurement?<br>0.34 ± 0.02 kV, n = 6",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>150 ± 70 N, n = 20<br>Use the ± symbol in your answer.",150 ± 40;150±40;1.5e2 ± 4e1;1.5e2±4e1,short_answer
"Does the following measurement agree with the known value of 34 Hz at the 50 % confidence level?<br>35 ± 3 Hz, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.0e2 ± 90 nm, n = 9<br>Use the ± symbol in your answer.",2.0e2 ± 20;2.0e2±20;2.0e2 ± 2e1;2.0e2±2e1,short_answer
"Does the following measurement agree with the known value of 0.19 mL at the 95 % confidence level?<br>0.10 ± 0.03 mL, n = 3",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.034 ± 0.002 L, n = 3<br>Use the ± symbol in your answer.",0.034 ± 0.005;0.034±0.005;3.4e-2 ± 5e-3;3.4e-2±5e-3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.086 ± 0.008 mol, n = 60<br>Use the ± symbol in your answer.",0.0860 ± 0.0007;0.0860±0.0007;8.60e-2 ± 7e-4;8.60e-2±7e-4,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.043 ± 0.004 g, n = 6<br>Use the ± symbol in your answer.",0.043 ± 0.003;0.043±0.003;4.3e-2 ± 3e-3;4.3e-2±3e-3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>4.0 ± 0.4 N, n = 40<br>Use the ± symbol in your answer.",4.00 ± 0.04;4.00±0.04;4.00e0 ± 4e-2;4.00e0±4e-2,short_answer
"Does the following measurement agree with the known value of 500 M at the 50 % confidence level?<br>600 ± 200 M, n = 4",No;no;N;n,short_answer
"Is the value 33.5 K in the 99 % confidence interval for the following measurement?<br>32.9 ± 1.0 K, n = 25",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 20.4 m at the 95 % confidence level?<br>20.3 ± 0.3 m, n = 25",Yes;yes;Y;y,short_answer
"Is the value 640 ms in the 99.9 % confidence interval for the following measurement?<br>770 ± 110 ms, n = 15",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>3.6e3 ± 1.0e3 J, n = 7<br>Use the ± symbol in your answer.",3600 ± 300;3600±300;3.6e3 ± 3e2;3.6e3±3e2,short_answer
"Is the value 0.27 V in the 95 % confidence interval for the following measurement?<br>0.20 ± 0.03 V, n = 4",No;no;N;n,short_answer
"Is the value 0.06 yr in the 95 % confidence interval for the following measurement?<br>0.04 ± 0.02 yr, n = 6",No;no;N;n,short_answer
"Is the value 0.9 yr in the 95 % confidence interval for the following measurement?<br>0.56 ± 0.03 yr, n = 1",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.9e3 ± 1.3e3 W, n = 10<br>Use the ± symbol in your answer.",2900 ± 900;2900±900;2.9e3 ± 9e2;2.9e3±9e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.64 ± 0.12 kV, n = 40<br>Use the ± symbol in your answer.",0.64 ± 0.03;0.64±0.03;6.4e-1 ± 3e-2;6.4e-1±3e-2,short_answer
"Is the value 3900 m in the 50 % confidence interval for the following measurement?<br>3.8e3 ± 5e2 m, n = 7",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>19 ± 4 mL, n = 8<br>Use the ± symbol in your answer.",19.0 ± 1.0;19.0±1.0;1.90e1 ± 1.0e0;1.90e1±1.0e0,short_answer
"Does the following measurement agree with the known value of 0.7 L at the 50 % confidence level?<br>0.7 ± 0.2 L, n = 10",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 1300 kg at the 50 % confidence level?<br>1.6e3 ± 4e2 kg, n = 2",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.3 h at the 99.9 % confidence level?<br>0.60 ± 0.12 h, n = 7",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 8e5 M at the 99.9 % confidence level?<br>9e3 ± 2e3 M, n = 2",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.0e3 ± 7e2 mmHg, n = 8<br>Use the ± symbol in your answer.",2.0e3 ± 600;2.0e3±600;2.0e3 ± 6e2;2.0e3±6e2,short_answer
"Does the following measurement agree with the known value of 33 s at the 95 % confidence level?<br>35 ± 5 s, n = 15",Yes;yes;Y;y,short_answer
"Is the value 0.21 L in the 90 % confidence interval for the following measurement?<br>0.179 ± 0.007 L, n = 2",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.035 ± 0.011 h, n = 1<br>Use the ± symbol in your answer.",0.04 ± 0.07;0.04±0.07;4e-2 ± 7e-2;4e-2±7e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.3e3 ± 3e2 h, n = 120<br>Use the ± symbol in your answer.",2.30e3 ± 20;2.30e3±20;2.30e3 ± 2e1;2.30e3±2e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>270 ± 1.0e2 A, n = 120<br>Use the ± symbol in your answer.",270 ± 20;270±20;2.7e2 ± 2e1;2.7e2±2e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.054 ± 0.012 nm, n = 120<br>Use the ± symbol in your answer.",0.054 ± 0.002;0.054±0.002;5.4e-2 ± 2e-3;5.4e-2±2e-3,short_answer
"Is the value 86 kV in the 99.9 % confidence interval for the following measurement?<br>72 ± 14 kV, n = 25",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>10. ± 4 K, n = 15<br>Use the ± symbol in your answer.",10. ± 3;10.±3;1.0e1 ± 3e0;1.0e1±3e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.027 ± 0.004 mbar, n = 4<br>Use the ± symbol in your answer.",0.027 ± 0.002;0.027±0.002;2.7e-2 ± 2e-3;2.7e-2±2e-3,short_answer
"Does the following measurement agree with the known value of 5000 Torr at the 90 % confidence level?<br>1.6e3 ± 5e2 Torr, n = 1",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.49 cal at the 90 % confidence level?<br>0.47 ± 0.06 cal, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>900 ± 400 Hz, n = 25<br>Use the ± symbol in your answer.",9.0e2 ± 140;9.0e2±140;9.0e2 ± 1.4e2;9.0e2±1.4e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>16 ± 5 kcal, n = 25<br>Use the ± symbol in your answer.",16 ± 2;16±2;1.6e1 ± 2e0;1.6e1±2e0,short_answer
"Does the following measurement agree with the known value of 0.009 nm at the 95 % confidence level?<br>0.013 ± 0.003 nm, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>19.8 ± 0.9 yr, n = 4<br>Use the ± symbol in your answer.",19.8 ± 1.4;19.8±1.4;1.98e1 ± 1.4e0;1.98e1±1.4e0,short_answer
"Does the following measurement agree with the known value of 2780 kPa at the 90 % confidence level?<br>2.85e3 ± 1.3e2 kPa, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>800 ± 300 K, n = 8<br>Use the ± symbol in your answer.",800 ± 400;800±400;8e2 ± 4e2;8e2±4e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>419 ± 6 Torr, n = 15<br>Use the ± symbol in your answer.",419 ± 6;419±6;4.19e2 ± 6e0;4.19e2±6e0,short_answer
"Does the following measurement agree with the known value of 0.013 mbar at the 90 % confidence level?<br>0.017 ± 0.006 mbar, n = 5",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 19 m at the 50 % confidence level?<br>20. ± 4 m, n = 6",Yes;yes;Y;y,short_answer
"Is the value 0.016 K in the 50 % confidence interval for the following measurement?<br>0.016 ± 0.004 K, n = 25",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>8.9e3 ± 6e2 Pa, n = 5<br>Use the ± symbol in your answer.",8900 ± 200;8900±200;8.9e3 ± 2e2;8.9e3±2e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4.2e3 ± 2e2 L, n = 5<br>Use the ± symbol in your answer.",4200 ± 400;4200±400;4.2e3 ± 4e2;4.2e3±4e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>2.3e3 ± 8e2 Torr, n = 2<br>Use the ± symbol in your answer.",2000 ± 4000;2000±4000;2e3 ± 4e3;2e3±4e3,short_answer
"Is the value 2.0e3 A in the 95 % confidence interval for the following measurement?<br>1.3e3 ± 4e2 A, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>18 ± 2 mol, n = 4<br>Use the ± symbol in your answer.",18 ± 2;18±2;1.8e1 ± 2e0;1.8e1±2e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.0e2 ± 20 kV, n = 4<br>Use the ± symbol in your answer.",100. ± 8;100.±8;1.00e2 ± 8e0;1.00e2±8e0,short_answer
"Is the value 0.13 Pa in the 90 % confidence interval for the following measurement?<br>0.12 ± 0.03 Pa, n = 20",Yes;yes;Y;y,short_answer
"Is the value 3e4 A in the 99 % confidence interval for the following measurement?<br>9e3 ± 3e3 A, n = 3",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.08 ± 0.03 cal, n = 20<br>Use the ± symbol in your answer.",0.08 ± 0.03;0.08±0.03;8e-2 ± 3e-2;8e-2±3e-2,short_answer
"Does the following measurement agree with the known value of 0.05 kPa at the 99.9 % confidence level?<br>0.021 ± 0.009 kPa, n = 6",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.016 ± 0.005 mL, n = 10<br>Use the ± symbol in your answer.",0.016 ± 0.003;0.016±0.003;1.6e-2 ± 3e-3;1.6e-2±3e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>4.2 ± 0.5 kV, n = 30<br>Use the ± symbol in your answer.",4.2 ± 0.2;4.2±0.2;4.2e0 ± 2e-1;4.2e0±2e-1,short_answer
"Does the following measurement agree with the known value of 0.047 kPa at the 95 % confidence level?<br>0.041 ± 0.008 kPa, n = 15",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 80 g at the 99.9 % confidence level?<br>0.29 ± 0.13 g, n = 2",No;no;N;n,short_answer
"Is the value 380 yr in the 50 % confidence interval for the following measurement?<br>380 ± 50 yr, n = 60",Yes;yes;Y;y,short_answer
"Is the value 4100 yr in the 50 % confidence interval for the following measurement?<br>2.7e3 ± 1.1e3 yr, n = 1",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 180 h at the 99 % confidence level?<br>250 ± 90 h, n = 15",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 48 Pa at the 50 % confidence level?<br>52 ± 8 Pa, n = 4",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>6 ± 2 g, n = 8<br>Use the ± symbol in your answer.",6 ± 2;6±2;6e0 ± 2e0;6e0±2e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>150 ± 50 V, n = 120<br>Use the ± symbol in your answer.",150. ± 12;150.±12;1.50e2 ± 1.2e1;1.50e2±1.2e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>57 ± 13 Torr, n = 25<br>Use the ± symbol in your answer.",57 ± 2;57±2;5.7e1 ± 2e0;5.7e1±2e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.23 ± 0.02 h, n = 2<br>Use the ± symbol in your answer.",0.230 ± 0.014;0.230±0.014;2.30e-1 ± 1.4e-2;2.30e-1±1.4e-2,short_answer
"Does the following measurement agree with the known value of 24 kJ at the 99 % confidence level?<br>27.5 ± 0.4 kJ, n = 3",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4 ± 2 h, n = 2<br>Use the ± symbol in your answer.",0e0 ± 90;0e0±90;0e0 ± 9e1;0e0±9e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.34 ± 0.06 kg, n = 5<br>Use the ± symbol in your answer.",0.34 ± 0.02;0.34±0.02;3.4e-1 ± 2e-2;3.4e-1±2e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.018 ± 0.002 kJ, n = 40<br>Use the ± symbol in your answer.",0.0180 ± 0.0005;0.0180±0.0005;1.80e-2 ± 5e-4;1.80e-2±5e-4,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.064 ± 0.008 N, n = 9<br>Use the ± symbol in your answer.",0.064 ± 0.013;0.064±0.013;6.4e-2 ± 1.3e-2;6.4e-2±1.3e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>9e3 ± 3e3 kJ, n = 25<br>Use the ± symbol in your answer.",9000 ± 2000;9000±2000;9e3 ± 2e3;9e3±2e3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.66e3 ± 2e1 A, n = 1<br>Use the ± symbol in your answer.",1660 ± 130;1660±130;1.66e3 ± 1.3e2;1.66e3±1.3e2,short_answer
"Does the following measurement agree with the known value of 0.252 m at the 95 % confidence level?<br>0.236 ± 0.014 m, n = 9",No;no;N;n,short_answer
"Is the value 0.038 V in the 99.9 % confidence interval for the following measurement?<br>0.034 ± 0.004 V, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.041 ± 0.010 mL, n = 5<br>Use the ± symbol in your answer.",0.041 ± 0.012;0.041±0.012;4.1e-2 ± 1.2e-2;4.1e-2±1.2e-2,short_answer
"Does the following measurement agree with the known value of 500 cal at the 90 % confidence level?<br>500 ± 200 cal, n = 20",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.53 kcal at the 90 % confidence level?<br>0.50 ± 0.07 kcal, n = 20",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>73 ± 10. kJ, n = 60<br>Use the ± symbol in your answer.",73 ± 3;73±3;7.3e1 ± 3e0;7.3e1±3e0,short_answer
"Is the value 3000 Hz in the 90 % confidence interval for the following measurement?<br>7e3 ± 2e3 Hz, n = 3",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>2.5 ± 0.6 ns, n = 10<br>Use the ± symbol in your answer.",2.5 ± 0.9;2.5±0.9;2.5e0 ± 9e-1;2.5e0±9e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>8.2 ± 1.0 kg, n = 8<br>Use the ± symbol in your answer.",8.2 ± 0.8;8.2±0.8;8.2e0 ± 8e-1;8.2e0±8e-1,short_answer
